date,BTC,ETH,SOL,BNB,XRP,USDC,DAI,SP500,NASDAQ,GOLD,DXY
2019-01-01,3797.14,139.1,,5.991,0.3608,0.9931,,,,,
2019-01-02,3858.56,152.01,,6.051,0.36882,0.9925,,2510.03,6665.94,121.33,96.819
2019-01-03,3766.78,146.3,,5.7979,0.3524,0.995,,2447.89,6463.5,122.43,96.305
2019-01-04,3792.01,151.97,,5.9692,0.35308,0.9926,,2531.94,6738.86,121.44,96.179
2019-01-05,3770.96,152.83,,5.9625,0.34851,0.9933,,,,,
2019-01-06,3987.6,153.86,,6.2688,0.36042,0.9885,,,,,95.666
2019-01-07,3975.45,149.34,,6.2009,0.36022,0.9922,,2549.69,6823.47,121.86,
2019-01-08,3955.13,147.6,,6.5128,0.36073,0.9908,,2574.41,6897,121.53,95.903
2019-01-09,3966.65,148.1,,6.5511,0.3648,0.9922,,2584.96,6957.08,122.31,95.219
2019-01-10,3585.88,124.95,,5.8449,0.32464,0.9885,,2596.64,6986.07,121.59,95.539
2019-01-11,3601.31,124.65,,5.9595,0.3258,0.9918,,2596.26,6971.48,121.8,95.67
2019-01-12,3583.13,123.35,,5.8594,0.32557,0.9897,,,,,
2019-01-13,3476.81,114.16,,5.4688,0.31132,0.9902,,,,,95.61
2019-01-14,3626.09,126.95,,6.0583,0.32871,0.9889,,2582.61,6905.92,122.09,
2019-01-15,3553.06,118.95,,5.8111,0.3215,0.9918,,2610.3,7023.83,121.88,96.039
2019-01-16,3591.84,121.48,,6.0911,0.3257,0.9947,,2616.1,7034.69,122.27,96.059
2019-01-17,3616.21,121.54,,6.3266,0.32489,0.9949,,2635.96,7084.46,122.11,96.065
2019-01-18,3594.87,119.17,,6.4867,0.32036,0.9977,,2670.71,7157.23,121.02,96.336
2019-01-19,3665.3,122.6,,6.5199,0.3267,0.9949,,,,,
2019-01-20,3539.28,117.47,,6.4008,0.3168,1.0006,,,,,
2019-01-21,3526.9,115.63,,6.4724,0.31767,1.0004,,,,,
2019-01-22,3570.93,117.81,,6.4736,0.31762,0.9979,,2632.9,7020.36,121.45,96.303
2019-01-23,3552.82,116.44,,6.4969,0.31415,0.9998,,2638.7,7025.77,121.28,96.123
2019-01-24,3569.62,116.39,,6.4588,0.31593,1.0001,,2642.33,7073.46,121.09,96.601
2019-01-25,3565.29,115.11,,6.6899,0.31384,1.0013,,2664.76,7164.86,122.86,95.794
2019-01-26,3565.25,115.34,,6.9463,0.31258,1.0039,,,,,
2019-01-27,3550.84,112.05,,7.0396,0.30646,1.0064,,,,,95.746
2019-01-28,3434.15,105.5,,6.1648,0.29223,1.0023,,2643.85,7085.68,123.29,
2019-01-29,3411.04,104.45,,6.1661,0.28693,1.005,,2640,7028.29,123.98,95.821
2019-01-30,3458.18,108.29,,6.1388,0.32109,1.0069,,2681.05,7183.08,124.69,95.34
2019-01-31,3434.1,106.44,,6.22,0.30911,1.0061,,2704.1,7281.74,124.75,95.578
2019-02-01,3462.07,106.73,,6.5229,0.30624,1.0093,,2706.53,7263.87,124.5,95.579
2019-02-02,3504.77,110.42,,6.8655,0.3103,1.0105,,,,,
2019-02-03,3458.11,107.36,,6.7887,0.30219,1.0132,,,,,95.852
2019-02-04,3463.22,107.68,,7.1069,0.29939,1.014,,2724.87,7347.54,123.96,
2019-02-05,3471.59,107.27,,7.8665,0.29972,1.0115,,2737.7,7402.08,124.28,96.067
2019-02-06,3405.37,104.5,,8.1303,0.2894,1.0118,,2731.61,7375.28,123.44,96.39
2019-02-07,3398.4,104.48,,7.81,0.29145,1.0116,,2706.05,7288.35,123.74,96.507
2019-02-08,3659.04,119.25,,8.5972,0.31205,1.0097,,2707.88,7298.2,124.21,96.637
2019-02-09,3665.18,119.19,,8.9051,0.31215,1.0106,,,,,
2019-02-10,3680.06,125.12,,9.1697,0.30988,1.0089,,,,,97.057
2019-02-11,3631.05,120.89,,9.5288,0.30255,1.0123,,2709.8,7307.9,123.6,
2019-02-12,3631.46,122.41,,9.2765,0.30514,1.0121,,2744.73,7414.62,123.86,96.709
2019-02-13,3609.4,121.86,,8.9103,0.30382,1.0103,,2753.03,7420.38,123.37,97.129
2019-02-14,3590.56,120.42,,8.7655,0.30081,1.01,,2745.73,7426.95,124.06,96.978
2019-02-15,3602.47,121.67,,9.2911,0.30194,1.0114,,2775.6,7472.41,124.8,96.904
2019-02-16,3618.41,122.67,,9.1087,0.30077,1.0108,,,,,
2019-02-17,3667.58,133.75,,9.22,0.30318,1.0123,,,,,
2019-02-18,3898.6,145.69,,9.6127,0.32194,1.0072,,,,,
2019-02-19,3907.79,143.44,,10.4728,0.32238,1.0076,,2779.76,7486.77,126.7,96.52
2019-02-20,3969.74,148.44,,10.9211,0.3315,1.008,,2784.7,7489.07,126.48,96.454
2019-02-21,3937.31,145.69,,10.4661,0.3207,1.0098,,2774.88,7459.71,125.05,96.605
2019-02-22,3962,147.36,,10.7576,0.32105,1.0068,,2792.67,7527.54,125.5,96.507
2019-02-23,4117.76,157.79,,10.7265,0.33201,1.0043,,,,,
2019-02-24,3743.56,132.1,,9.9476,0.29757,1.0035,,,,,96.413
2019-02-25,3827.92,137.87,,9.6967,0.32731,1.0035,,2796.11,7554.46,125.37,
2019-02-26,3809.23,136.22,,9.4168,0.31658,1.0047,,2793.9,7549.3,125.58,96.003
2019-02-27,3818.07,135.02,,9.8467,0.31067,1.006,,2792.38,7554.51,124.69,96.154
2019-02-28,3813.69,135.34,,10.2779,0.3139,1.0058,,2784.49,7532.53,123.99,96.157
2019-03-01,3823,135.32,,11.3111,0.31564,1.0046,,2803.69,7595.35,121.88,96.527
2019-03-02,3819.93,132.56,,11.7566,0.31382,1.003,,,,,
2019-03-03,3807.75,130.6,,11.4511,0.31114,1.0058,,,,,96.682
2019-03-04,3715.3,125.65,,11.4006,0.30207,1.0041,,2792.81,7577.57,121.56,
2019-03-05,3857.73,136.72,,13.6229,0.31471,1.0028,,2789.65,7576.36,121.72,96.866
2019-03-06,3861.84,137.4,,14.5294,0.31629,1.0026,,2771.45,7505.92,121.61,96.873
2019-03-07,3873.64,136.81,,15.1,0.31311,1.0042,,2748.93,7421.46,121.51,97.667
2019-03-08,3864.89,133.52,,14.2931,0.30775,1.0069,,2743.07,7408.14,122.84,97.306
2019-03-09,3943.04,137.27,,14.4651,0.31389,1.0052,,,,,
2019-03-10,3916.82,135.37,,14.3711,0.31289,1.0048,,,,,97.215
2019-03-11,3871.61,132.67,,14.4143,0.30992,1.0056,,2783.3,7558.06,122.24,96.935
2019-03-12,3882.73,133.57,,15.3333,0.31031,1.0055,,2791.52,7591.03,122.98,96.55
2019-03-13,3866,131.65,,15.0244,0.31332,1.0044,,2810.92,7643.41,123.84,96.785
2019-03-14,3877.12,132.2,,14.8901,0.31131,1.0062,,2808.48,7630.91,122.41,96.595
2019-03-15,3923.76,136.56,,14.9432,0.31473,1.0062,,2822.48,7688.53,122.97,
2019-03-16,4005.98,140.92,,15.9589,0.31868,1.0046,,,,,
2019-03-17,3981.14,138.67,,15.5693,0.3154,1.0042,,,,,96.524
2019-03-18,3987.81,137.59,,15.5388,0.31452,1.0047,,2832.94,7714.48,123.04,96.383
2019-03-19,4015.53,138.55,,15.4953,0.31594,1.0042,,2832.57,7723.95,123.38,95.761
2019-03-20,4043.04,139.01,,15.1288,0.31779,1.0029,,2824.23,7728.97,124.18,96.495
2019-03-21,3980.64,134.85,,14.3511,0.30965,1.0027,,2854.88,7838.96,123.68,96.651
2019-03-22,3986.93,135.98,,15.1502,0.31041,1.0023,,2800.71,7642.67,123.97,
2019-03-23,4006.01,137.28,,15.1397,0.31182,1.0063,,,,,
2019-03-24,3992.18,136.09,,17.1096,0.30787,1.005,,,,,96.566
2019-03-25,3936.12,133.98,,16.7631,0.3031,1.0067,,2798.36,7637.54,124.92,96.736
2019-03-26,3948.55,134.18,,16.1998,0.30302,1.0068,,2818.46,7691.52,124.3,96.774
2019-03-27,4038.05,139.45,,16.6,0.31012,1.0026,,2805.37,7643.38,123.65,97.202
2019-03-28,4027.81,137.86,,16.6665,0.30604,1.0045,,2815.44,7669.17,121.9,97.284
2019-03-29,4103.25,143.25,,16.4753,0.30774,1.0027,,2834.4,7729.32,122.01,
2019-03-30,4106.97,142.46,,16.9666,0.31107,1.0022,,,,,
2019-03-31,4103.95,141.38,,17.5376,0.30889,1.0025,,,,,97.232
2019-04-01,4144.56,141.24,,17.8888,0.31248,1.0021,,2867.19,7828.91,121.53,97.361
2019-04-02,4857.29,163.31,,19.7155,0.3505,0.9922,,2867.24,7848.69,121.98,97.091
2019-04-03,4932.6,159.96,,18.5489,0.34022,0.9939,,2873.4,7895.55,121.8,97.308
2019-04-04,4898.66,157.36,,18.992,0.32996,0.9974,,2879.39,7891.78,122.11,97.395
2019-04-05,5004.95,164.77,,19.3657,0.3613,0.9935,,2892.74,7938.69,121.98,
2019-04-06,5043.89,165.5,,19.0745,0.35264,0.9998,,,,,
2019-04-07,5170.27,174.21,,18.9523,0.3612,0.9954,,,,,97.05
2019-04-08,5236.9,178.72,,17.9777,0.35568,0.9902,,2895.77,7953.88,122.51,97.006
2019-04-09,5150,174.6,,18.2984,0.34732,0.993,,2878.2,7909.28,123.15,96.946
2019-04-10,5308.25,177.12,,18.24,0.35345,0.9969,,2888.21,7964.24,123.53,97.177
2019-04-11,5017.37,164.07,,17.5555,0.32705,0.9948,,2888.32,7947.36,121.95,96.972
2019-04-12,5048.01,163.19,,18.3333,0.32325,0.9941,,2907.41,7984.16,121.83,
2019-04-13,5045.22,162.99,,18.6111,0.32458,0.9948,,,,,
2019-04-14,5131.3,167.23,,19.3866,0.32762,0.9933,,,,,96.942
2019-04-15,5024.95,159.95,,19.2666,0.31905,0.9994,,2905.58,7976.01,121.6,97.043
2019-04-16,5173.72,165.37,,19.6408,0.32379,0.9939,,2907.06,8000.23,120.51,97.009
2019-04-17,5202.82,165.75,,19.4888,0.33436,0.9953,,2900.45,7996.08,120.28,97.474
2019-04-18,5258.44,173.33,,21.8888,0.33533,0.9951,,2905.03,7998.06,120.37,
2019-04-19,5258.68,172.64,,24.3188,0.32999,0.995,,,,,
2019-04-20,5291.73,172.88,,24.8888,0.32668,0.9943,,,,,
2019-04-21,5256.14,168.59,,23.9999,0.31963,0.9921,,,,,97.287
2019-04-22,5357.14,170.52,,23.8,0.32252,0.9948,,2907.97,8015.27,120.37,97.636
2019-04-23,5493.31,169.16,,22.546,0.31807,0.9937,,2933.68,8120.82,120.12,98.173
2019-04-24,5415,164.78,,22.9703,0.29963,0.9951,,2927.25,8102.01,120.47,98.203
2019-04-25,5219.9,154.72,,22.4863,0.29161,1.0167,,2926.17,8118.68,120.57,98.006
2019-04-26,5314.1,157.95,,23.0555,0.3035,1.0318,,2939.88,8146.4,121.37,
2019-04-27,5295.69,159.31,,22.4324,0.29928,1.0243,,,,,
2019-04-28,5307.52,157.85,,23.0226,0.29946,1.0302,,,,,97.857
2019-04-29,5238.14,155.11,,21.6788,0.29323,1.0184,,2943.03,8161.85,120.83,97.479
2019-04-30,5320.81,161.83,,22.0391,0.3087,1.0098,,2945.83,8095.39,121.2,97.686
2019-05-01,5383.2,160.19,,21.8788,0.30304,1.0121,,2923.73,8049.64,120.4,97.832
2019-05-02,5492.87,161.81,,23.6166,0.30205,1.0199,,2917.52,8036.77,119.94,97.52
2019-05-03,5772.69,168.06,,23.6999,0.30784,1.0192,,2945.64,8164,120.65,
2019-05-04,5829.45,163.7,,22.8888,0.30305,1.0107,,,,,
2019-05-05,5775.62,163.05,,22.9777,0.30044,1.0097,,,,,97.515
2019-05-06,5747.79,173,,22.1895,0.30283,1.011,,2932.47,8123.29,120.81,97.628
2019-05-07,5846.34,169.18,,20.6602,0.29819,1.0175,,2884.05,7963.76,121.21,97.623
2019-05-08,5987.29,170.85,,20.6673,0.29958,1.0091,,2879.42,7943.32,120.91,97.373
2019-05-09,6209.18,170.9,,18.8388,0.29488,1.0104,,2870.72,7910.59,121.2,97.33
2019-05-10,6373.33,172.91,,19.6166,0.29881,1.0091,,2881.4,7916.94,121.43,
2019-05-11,7076.22,190.2,,20.8059,0.31724,1.0018,,,,,
2019-05-12,6967.31,188.11,,20.8934,0.31016,1.0041,,,,,97.319
2019-05-13,7790.71,195.84,,23.521,0.32409,0.999,,2811.87,7647.02,122.67,97.526
2019-05-14,7947.56,216.4,,23.6553,0.409,0.996,,2834.41,7734.49,122.46,97.569
2019-05-15,8169.87,248.1,,26.8116,0.45734,0.9959,,2850.96,7822.15,122.39,97.855
2019-05-16,7866.59,264.25,,26.2888,0.41876,0.9986,,2876.32,7898.05,121.51,97.995
2019-05-17,7355.26,244.3,,25.7795,0.38862,0.9981,,2859.53,7816.28,120.65,
2019-05-18,7257.45,233.6,,28.8171,0.37183,0.9994,,,,,
2019-05-19,8148.48,259.51,,29.1122,0.41631,0.9942,,,,,97.933
2019-05-20,7938.15,250.37,,29.2666,0.39636,0.9917,,2840.23,7702.38,120.64,98.062
2019-05-21,7904.87,253.43,,32.3907,0.39524,0.994,,2864.36,7785.72,120.36,98.041
2019-05-22,7628.43,243.64,,30.8067,0.37183,1.0008,,2856.27,7750.84,120.24,97.856
2019-05-23,7851.51,244.56,,31.3934,0.37956,0.9967,,2822.24,7628.28,121.17,97.613
2019-05-24,7964.87,248.87,,33.9435,0.38286,0.996,,2826.06,7637.01,121.3,
2019-05-25,8025.41,250.22,,35.0168,0.3852,0.9949,,,,,
2019-05-26,8614.43,264.45,,33.0919,0.40372,0.9866,,,,,
2019-05-27,8756.32,270.53,,33.511,0.43331,0.997,,,,,97.952
2019-05-28,8715.64,271.03,,33.1068,0.44877,0.9991,,2802.39,7607.35,120.83,98.144
2019-05-29,8645.68,268.83,,33.6066,0.44307,0.9978,,2783.02,7547.31,120.87,98.142
2019-05-30,8269.54,254.56,,31.6666,0.41789,0.9989,,2788.86,7567.72,121.69,97.75
2019-05-31,8555,267.9,,32.8862,0.43851,0.9993,,2752.06,7453.15,123.33,
2019-06-01,8544.07,264.33,,33.3521,0.42894,0.9985,,,,,
2019-06-02,8725.98,268.88,,33.1527,0.44396,0.9984,,,,,97.142
2019-06-03,8115.82,249.91,,30.7564,0.41731,1.0016,,2744.45,7333.02,125.11,97.072
2019-06-04,7687.03,241.39,,29.2596,0.39878,1.0033,,2803.27,7527.12,125.15,97.32
2019-06-05,7776.5,245.63,,30.8886,0.4001,0.9982,,2826.15,7575.48,125.47,97.044
2019-06-06,7786.7,248.76,,31.0888,0.41937,0.9976,,2843.49,7615.55,125.88,96.544
2019-06-07,7980.53,248.77,,31.3098,0.41886,0.9971,,2873.34,7742.1,126.59,
2019-06-08,7893.62,243.25,,31.7333,0.40699,0.9962,,,,,
2019-06-09,7628.13,230.98,,30.095,0.38527,0.9988,,,,,96.761
2019-06-10,7982.75,246.51,,32.0271,0.3999,0.9951,,2886.73,7823.17,125.33,96.686
2019-06-11,7884.9,244.29,,31.8889,0.39192,0.996,,2885.72,7822.57,125.18,97
2019-06-12,8127.64,261.15,,34.8888,0.40074,0.9949,,2879.84,7792.72,125.83,97.013
2019-06-13,8218.54,254.67,,35.251,0.39876,0.9976,,2891.64,7837.13,126.6,97.572
2019-06-14,8650,262.47,,32.3803,0.40201,0.9956,,2886.98,7796.66,126.56,
2019-06-15,8808.7,267.82,,32.6743,0.4095,0.9953,,,,,
2019-06-16,8953.33,267.73,,32.1888,0.42703,0.9975,,,,,97.558
2019-06-17,9313.96,273.16,,33.8286,0.44705,0.9976,,2889.67,7845.02,126.48,97.644
2019-06-18,9081.55,264.66,,34.4333,0.42694,1.0001,,2917.75,7953.88,127.12,97.117
2019-06-19,9255.49,268.14,,35.1888,0.43406,0.9972,,2926.46,7987.32,127.89,96.629
2019-06-20,9517.12,271.22,,36.8381,0.42995,0.9973,,2954.18,8051.34,131.11,96.22
2019-06-21,10159.86,294.35,,38.6766,0.4425,0.995,,2950.46,8031.71,131.98,
2019-06-22,10729.5,310.79,,38.0001,0.47729,1.0039,,,,,
2019-06-23,10906.07,308.52,,37.2836,0.47015,1.0064,,,,,95.98
2019-06-24,11056.59,311.64,,37.43,0.47385,1.0022,,2945.35,8005.7,133.94,96.14
2019-06-25,11820.86,318.26,,36.0941,0.46809,1.0047,,2917.38,7884.72,134.2,96.214
2019-06-26,13093.8,339.39,,36.1189,0.46805,1.0132,,2913.78,7909.97,132.97,96.194
2019-06-27,11329.99,298.35,,34.3999,0.41049,1.0163,,2924.92,7967.76,132.84,96.13
2019-06-28,12400.63,311.05,,34.6289,0.4261,1.0044,,2941.76,8006.24,133.2,
2019-06-29,11903.13,317.62,,35.5,0.4262,1.0005,,,,,
2019-06-30,10854.1,292.7,,32.114,0.3962,1.0101,,,,,96.844
2019-07-01,10624.93,295.07,,33.2777,0.40691,1.0044,,2964.33,8091.16,130.62,96.726
2019-07-02,10842.85,291.48,,31.9777,0.39794,1.0009,,2973.01,8109.09,133.41,96.768
2019-07-03,11940,301.14,,32.522,0.40456,0.9974,,2995.82,8170.23,133.63,
2019-07-04,11145.67,282.73,,33.0888,0.38723,1.0002,,,,,97.286
2019-07-05,10970.73,287.47,,32.5566,0.37881,0.9992,,2990.41,8161.79,132.14,
2019-07-06,11256.49,288.29,,32.5888,0.39031,1.0001,,,,,
2019-07-07,11406.24,304.72,,32.9344,0.39651,0.994,,,,,97.384
2019-07-08,12238.6,311.97,,33.3888,0.40073,0.9967,,2975.95,8098.38,131.29,97.489
2019-07-09,12543.41,307.46,,32.4811,0.39362,0.9975,,2979.63,8141.73,131.75,97.104
2019-07-10,12108.37,289.23,,31.222,0.36154,1.0008,,2993.07,8202.53,133.83,97.05
2019-07-11,11342.89,268.63,,29.4181,0.32875,1.0001,,2999.91,8196.04,132.7,96.81
2019-07-12,11757.22,274.62,,31.8888,0.34336,0.9973,,3013.77,8244.14,133.53,
2019-07-13,11355.76,268.79,,31.4888,0.33206,0.9993,,,,,
2019-07-14,10174.18,225.85,,28.5447,0.30366,0.9996,,,,,96.933
2019-07-15,10838.72,228.2,,28.647,0.31287,0.9993,,3014.3,8258.19,133.53,97.395
2019-07-16,9439.59,198.88,,25.0601,0.29543,1.0008,,3004.04,8222.8,132.4,97.223
2019-07-17,9667.92,210.81,,27.6287,0.31032,0.9977,,2984.42,8185.21,134.58,96.794
2019-07-18,10627.16,225.73,,28.9555,0.32035,0.9979,,2995.11,8207.24,136.48,97.151
2019-07-19,10504.29,220.73,,29.0096,0.3188,0.9979,,2976.61,8146.49,134.47,
2019-07-20,10740.23,228.2,,31.0932,0.33279,0.9976,,,,,
2019-07-21,10589.45,225.38,,30.4388,0.33075,1.0002,,,,,97.257
2019-07-22,10340.31,217.51,,30.885,0.32111,1.0021,,2985.03,8204.14,134.45,97.705
2019-07-23,9864.91,212.48,,29.4929,0.30891,1.0012,,3005.47,8251.4,133.69,97.729
2019-07-24,9763.28,216.31,,28.8261,0.31548,0.9998,,3019.56,8321.5,134.37,97.818
2019-07-25,9879.87,219.14,,28.9227,0.31335,0.9997,,3003.67,8238.54,133.42,98.01
2019-07-26,9824,218.81,,28.9,0.32303,0.9993,,3025.86,8330.21,133.64,
2019-07-27,9476.52,207.3,,27.7498,0.30965,1.001,,,,,
2019-07-28,9541.54,211.62,,27.7555,0.31218,1.0006,,,,,98.044
2019-07-29,9507.64,210.89,,26.9525,0.31004,1.0013,,3020.97,8293.33,134.53,98.05
2019-07-30,9574.21,209.58,,26.9867,0.31823,0.9984,,3013.18,8273.61,134.98,98.516
2019-07-31,10080.53,218.42,,27.75,0.31959,0.9989,,2980.38,8175.42,133.21,98.369
2019-08-01,10374.99,216.84,,28.7088,0.31575,0.9974,,2953.56,8111.12,136.41,98.074
2019-08-02,10523.75,217.61,,28.14,0.31178,1.0001,,2932.05,8004.07,135.89,
2019-08-03,10816.86,222.14,,27.7333,0.31596,0.9992,,,,,
2019-08-04,10929.23,221.79,,27.3834,0.31813,0.9964,,,,,97.522
2019-08-05,11828.8,233.54,,28.0114,0.32242,1.0009,,2844.74,7726.04,137.79,97.63
2019-08-06,11481.69,226.28,,27.6523,0.3116,1.0015,,2881.77,7833.27,138.91,97.544
2019-08-07,11975.03,226.1,,29.6694,0.31109,1.0004,,2883.98,7862.83,141.02,97.618
2019-08-08,11999.77,221.39,,31.1074,0.30825,1.001,,2938.09,8039.16,141.73,97.491
2019-08-09,11879.99,210.53,,29.8188,0.29649,1.0018,,2918.65,7959.14,141.26,
2019-08-10,11309.31,206.48,,29.6661,0.29918,1.0029,,,,,
2019-08-11,11549.97,216.42,,30.2439,0.30316,1.0007,,,,,97.38
2019-08-12,11396.08,211.41,,30.1856,0.3006,1.0015,,2883.09,7863.41,142.63,97.812
2019-08-13,10892.71,209.3,,29.4512,0.298,1.0036,,2926.32,8016.36,141.78,97.987
2019-08-14,10050.37,187.1,,27.0256,0.26353,1.0034,,2840.6,7773.94,142.75,98.144
2019-08-15,10293.93,188.03,,28.1058,0.26378,1.0007,,2847.6,7766.62,143.7,98.142
2019-08-16,10331.54,184.88,,27.5111,0.26047,0.9993,,2888.68,7895.99,142.78,
2019-08-17,10216.02,185.59,,27.5038,0.26546,1.0003,,,,,
2019-08-18,10306.78,194.33,,27.8977,0.2832,0.9991,,,,,98.347
2019-08-19,10915.54,202.28,,28.7931,0.28202,0.9992,,2923.65,8002.81,141.11,98.19
2019-08-20,10760.51,196.6,,28.0286,0.27432,0.9996,,2900.51,7948.56,142.21,98.295
2019-08-21,10142.57,187.45,,26.925,0.26589,1.0013,,2924.43,8020.21,141.76,98.17
2019-08-22,10099.88,190.35,,26.9731,0.27039,0.9991,,2922.95,7991.39,141.4,97.64
2019-08-23,10389.55,194.02,,26.94,0.27664,0.9987,,2847.11,7751.77,144.17,
2019-08-24,10134.35,190.6,,26.2814,0.27137,0.999,,,,,
2019-08-25,10142.69,186.54,,26.0888,0.26954,1.0001,,,,,98.081
2019-08-26,10372.25,188.67,,26.1257,0.27051,1.0017,,2878.38,7853.74,144.19,97.999
2019-08-27,10185.05,187.24,,25.6051,0.26954,1.001,,2869.16,7826.95,145.57,98.21
2019-08-28,9721,173.03,,23.3565,0.25629,1.0006,,2887.94,7856.88,145.16,98.507
2019-08-29,9498.44,169.01,,21.7777,0.25698,1.0004,,2924.58,7973.39,144.12,98.916
2019-08-30,9584.54,168.5,,22.1448,0.25539,0.9993,,2926.46,7962.88,143.75,
2019-08-31,9587.47,171.57,,21.0604,0.25747,0.9994,,,,,
2019-09-01,9724.98,170.74,,21.4248,0.25593,0.9976,,,,,
2019-09-02,10340,178.05,,22.7449,0.2606,0.9977,,,,,99
2019-09-03,10615.28,178.75,,22.3511,0.26242,0.9984,,2906.27,7874.16,145.75,98.451
2019-09-04,10567.02,174.72,,21.6764,0.25843,0.9988,,2937.78,7976.88,146.66,98.414
2019-09-05,10564.49,173.75,,22.6388,0.25617,0.9992,,2976,8116.83,143.14,98.394
2019-09-06,10298.73,169.08,,21.9906,0.2511,0.9991,,2978.71,8103.07,141.92,
2019-09-07,10455.88,177.62,,22.3996,0.25993,0.9972,,,,,
2019-09-08,10381.18,181.19,,22.4111,0.26205,0.9988,,,,,98.281
2019-09-09,10303.12,180.54,,22.0978,0.25855,0.9991,,2978.43,8087.44,141.39,98.326
2019-09-10,10098.15,179.81,,21.7679,0.25859,1.0004,,2979.39,8084.16,140.18,98.645
2019-09-11,10158.33,178.28,,20.7334,0.25519,1.0001,,3000.93,8169.68,141.03,98.309
2019-09-12,10415.01,180.72,,20.82,0.25406,0.9987,,3009.57,8194.47,141.32,98.257
2019-09-13,10342.06,180.95,,20.788,0.2552,0.9981,,3007.39,8176.71,140.15,
2019-09-14,10335.02,188.13,,20.9555,0.26124,0.9974,,,,,
2019-09-15,10302.01,189.03,,20.2901,0.26022,0.9988,,,,,98.61
2019-09-16,10251.31,197.22,,20.2422,0.26098,0.9986,,2997.96,8153.54,141.32,98.261
2019-09-17,10187.82,207.84,,21.0473,0.28561,0.9997,,3005.7,8186.02,141.6,98.561
2019-09-18,10156.99,210.21,,22.2018,0.31344,0.9999,,3006.73,8177.39,140.71,98.272
2019-09-19,10244.29,220.24,,21.5376,0.30062,0.9977,,3006.79,8182.88,141.28,98.513
2019-09-20,10168.59,218.03,,21.2695,0.2936,1.0004,,2992.07,8117.67,142.95,
2019-09-21,9986.39,215.05,,20.9666,0.28961,1.0008,,,,,
2019-09-22,10028.87,211.2,,20.3602,0.27653,1.0002,,,,,98.599
2019-09-23,9702.25,201.29,,19.3228,0.26786,1.0008,,2991.78,8112.46,143.75,98.337
2019-09-24,8493.14,165.81,,15.8249,0.23282,0.9965,,2966.6,7993.63,144.51,99.037
2019-09-25,8430.05,169.96,,16.0321,0.2457,0.9997,1.00718,2984.87,8077.38,141.83,99.132
2019-09-26,8063.73,165.92,,15.2212,0.2422,0.9997,1.01005,2977.62,8030.66,141.79,99.109
2019-09-27,8177.91,173.79,,15.6666,0.24208,0.9982,1.00858,2961.79,7939.63,141.06,
2019-09-28,8198.81,173.49,,15.7346,0.24163,0.9982,1.0073,,,,
2019-09-29,8043.82,169.24,,15.1999,0.24024,0.9982,1.00705,,,,99.377
2019-09-30,8289.34,180.85,,15.8349,0.2566,0.9977,1.00846,2976.74,7999.34,138.87,99.128
2019-10-01,8292.44,175.66,,15.8563,0.24788,0.9975,1,2940.25,7908.68,139.63,99.019
2019-10-02,8359.94,180.24,,15.8742,0.25247,0.9977,1.00309,2887.61,7785.25,141.26,98.864
2019-10-03,8223.96,174.69,,15.6377,0.24674,0.9985,1.00175,2910.63,7872.26,141.9,98.808
2019-10-04,8137.13,175.55,,15.6133,0.25243,0.998,1.00283,2952.01,7982.47,141.9,
2019-10-05,8126.19,176.25,,15.6869,0.25325,0.9981,1.00771,,,,
2019-10-06,7854.25,170.1,,15.0688,0.25552,0.9997,1.00271,,,,98.967
2019-10-07,8190.09,179.85,,16.0255,0.27592,0.9978,1.00253,2938.79,7956.29,140.69,99.133
2019-10-08,8168.39,180.6,,16.0213,0.2774,0.9989,1.01448,2893.06,7823.78,141.92,99.118
2019-10-09,8560.74,192.62,,17.7177,0.28082,0.9976,1.00655,2919.4,7903.74,142.05,98.701
2019-10-10,8558.03,191.14,,17.5288,0.27021,0.997,1.00883,2938.13,7950.78,140.81,98.301
2019-10-11,8258.5,180.72,,16.5666,0.26743,0.9992,1.00401,2970.27,8057.04,140.03,
2019-10-12,8300.09,179.68,,17.17,0.27226,0.9993,1.0041,,,,
2019-10-13,8275.01,180.99,,18.256,0.27726,0.9994,1.01338,,,,98.454
2019-10-14,8348.2,186.72,,18.4376,0.29727,0.9995,1.0056,2966.15,8048.65,140.59,98.288
2019-10-15,8159.29,180.49,,18.5643,0.28859,1.0006,1.00501,2995.68,8148.71,139.61,98.002
2019-10-16,7991.74,174.47,,17.7401,0.28331,0.9996,1.01337,2989.69,8124.18,140.41,97.607
2019-10-17,8070.58,177.16,,18.5188,0.30167,0.9997,1.009,2997.95,8156.85,140.61,97.282
2019-10-18,7947.01,172.74,,18.2188,0.29404,0.9991,1.00385,2986.2,8089.54,140.46,
2019-10-19,7948.01,171.79,,18.2229,0.29145,0.9991,1.00797,,,,
2019-10-20,8223.35,175.22,,18.4997,0.29386,0.9983,1.00968,,,,97.328
2019-10-21,8197.27,173.98,,18.2551,0.29187,0.9984,1.00766,3006.72,8162.99,139.79,97.526
2019-10-22,8020,171.2,,18.2286,0.29046,0.9992,1.00852,2995.99,8104.3,140.2,97.491
2019-10-23,7466.62,162.35,,16.6796,0.27306,0.9995,1.00729,3004.52,8119.79,140.53,97.631
2019-10-24,7412.41,160.38,,16.9194,0.27596,0.998,1.01693,3010.29,8185.8,141.53,97.831
2019-10-25,8655.02,181.5,,18.6188,0.29829,0.9984,1.01014,3022.55,8243.12,141.86,
