date,BTC,ETH,SOL,BNB,XRP,USDC,DAI,SP500,NASDAQ,GOLD,DXY
2020-09-22,10529.61,344.21,2.9082,24.0468,0.23302,0.9999,1.01173,3315.57,10963.637,178.65,94.389
2020-09-23,10241.46,320.72,2.8548,22.8331,0.22164,1.0004,1.01143,3236.92,10632.9853,174.79,94.354
2020-09-24,10736.32,348.97,3.1433,24.5745,0.23276,0.9998,1.01233,3246.59,10672.2662,175.44,94.642
2020-09-25,10686.67,351.92,3.1937,24.6924,0.24154,0.9995,1.00891,3298.46,10913.5618,174.94,
2020-09-26,10728.6,353.92,3.1287,26.1998,0.24153,0.9998,1.00917,,,,
2020-09-27,10774.25,357.49,3.1578,26.251,0.24334,0.9999,1.01052,,,,94.278
2020-09-28,10696.12,353.96,2.9599,26.9855,0.24107,1.0003,1.01139,3351.6,11117.525,176.7,93.891
2020-09-29,10840.48,359.79,2.9505,28.8946,0.24285,1,1.01188,3335.47,11085.2484,178.19,93.886
2020-09-30,10776.59,359.83,2.8967,29.2656,0.24171,0.9999,1.01024,3363,11167.5069,177.12,93.711
2020-10-01,10619.13,352.85,2.8669,27.4673,0.23819,1.0003,1.01061,3380.8,11326.5071,178.7,93.844
2020-10-02,10570.4,345.6,2.6232,27.3369,0.23386,0.9998,1.01101,3348.44,11075.0163,178.54,
2020-10-03,10542.06,345.95,2.5439,28.1867,0.23273,0.9997,1.00793,,,,
2020-10-04,10666.63,352.37,2.5202,28.9668,0.24794,0.9998,1.00945,,,,93.513
2020-10-05,10792.21,353.62,2.6522,28.6158,0.2503,0.9999,1.01384,3408.63,11332.4851,179.41,93.686
2020-10-06,10599.66,340.75,2.174,27.6812,0.24545,1.0001,1.01035,3360.95,11154.6036,177.3,93.63
2020-10-07,10666.39,341.58,2.3005,27.6898,0.2487,0.9999,1.00948,3419.45,11364.5989,177.22,93.605
2020-10-08,10925.57,350.95,2.3638,27.7424,0.25141,0.9997,1.00919,3446.83,11420.9796,177.85,93.057
2020-10-09,11050.64,365.02,2.5314,28.4076,0.25293,0.9995,1.01035,3477.13,11579.9436,181.08,
2020-10-10,11293.22,370.52,2.3999,28.4414,0.25402,0.9994,1.01036,,,,
2020-10-11,11369.02,374.16,2.4227,28.5271,0.25544,0.9997,1.00946,,,,93.065
2020-10-12,11528.25,386.51,2.5836,30.6503,0.25603,0.9994,1.0095,3534.22,11876.2592,180.56,93.531
2020-10-13,11420.56,381.04,2.4062,30.7256,0.2565,0.9995,1.01002,3511.93,11863.8955,177.72,93.382
2020-10-14,11417.89,378.69,2.3107,30.838,0.24906,0.9994,1.00848,3488.67,11768.7288,178.27,93.856
2020-10-15,11505.12,377.64,2.2682,31.3256,0.24596,0.9994,1.00855,3483.34,11713.8705,178.92,93.682
2020-10-16,11319.32,365.5,2.1398,30.0516,0.24011,0.9994,1.00842,3483.81,11671.5553,178.3,
2020-10-17,11360.2,368.32,2.2053,30.2414,0.24057,0.9997,1.00854,,,,
2020-10-18,11503.14,378.11,2.215,30.6593,0.24221,0.9995,1.00851,,,,93.427
2020-10-19,11751.47,379.3,2.0592,29.9107,0.24558,0.9995,1.00769,3426.92,11478.8828,178.39,93.067
2020-10-20,11909.99,368.52,1.885,28.8227,0.24322,0.9991,1.0076,3443.12,11516.4944,179.25,92.611
2020-10-21,12780.96,390.38,1.8887,29.7329,0.25088,0.9982,1.00713,3435.56,11484.6942,180.6,92.951
2020-10-22,12968.52,413.98,1.9582,30.6396,0.25709,0.9988,1.00773,3453.49,11506.0058,178.83,92.768
2020-10-23,12923.07,409.11,1.959,30.6377,0.25471,0.9991,1.00772,3465.39,11548.2816,178.64,
2020-10-24,13111.73,412.14,1.9142,30.6639,0.2562,0.999,1.00571,,,,
2020-10-25,13028.83,405.86,1.7926,30.128,0.25313,0.999,1.00467,,,,93.045
2020-10-26,13052.19,392.52,1.6799,31.0467,0.2481,0.9988,1.0061,3400.97,11358.9368,178.55,92.94
2020-10-27,13636.17,403.45,1.711,31.4826,0.25273,0.9996,1.00835,3390.68,11431.3505,179.02,93.405
2020-10-28,13266.4,388.23,1.518,30.3338,0.2454,0.9996,1.0086,3271.03,11004.8682,176.13,93.955
2020-10-29,13455.7,387.13,1.4327,29.8702,0.24239,0.9994,1.0078,3310.11,11185.5928,175.4,94.038
2020-10-30,13560.1,382.49,1.4381,28.4909,0.23905,0.9994,1.0095,3269.96,10911.5909,176.2,
2020-10-31,13791,386.46,1.5497,28.5058,0.23968,0.999,1.00938,,,,
2020-11-01,13761.5,396.67,1.608,28.5318,0.23999,0.9994,1.01046,,,,94.129
2020-11-02,13549.37,383.02,1.4738,27.7983,0.23523,0.9991,1.00933,3310.24,10957.6114,177.91,
2020-11-03,14023.53,387.88,1.4118,26.8638,0.2396,0.9994,1.00987,3369.02,11160.5724,178.92,93.553
2020-11-04,14144.01,402.49,1.3912,26.96,0.23758,0.9989,1.00836,3443.44,11590.7807,178.82,93.407
2020-11-05,15590.02,416.69,1.4007,27.6875,0.24561,0.9985,1.00882,3510.45,11890.927,182.93,92.525
2020-11-06,15579.92,455.91,1.9,29.0435,0.25863,0.9987,1.00907,3509.44,11895.2296,183.19,92.229
2020-11-07,14818.3,435.21,2.0215,27.7651,0.2491,0.9988,1.00869,,,,
2020-11-08,15475.1,454.3,2.1558,28.4101,0.25374,0.9994,1.00937,,,,92.725
2020-11-09,15328.41,444.32,2.0299,28.0941,0.25059,0.9993,1.0062,3550.5,11713.7825,175.08,
2020-11-10,15297.21,450.34,2.2661,28.2188,0.2538,0.999,1.00586,3545.53,11553.8559,175.66,92.749
2020-11-11,15684.24,463.09,2,28.016,0.25581,0.999,1.00786,3572.66,11786.4309,174.9,93.043
2020-11-12,16291.86,462.39,1.9089,27.6874,0.2549,0.999,1.00629,3537.01,11709.5887,175.96,92.963
2020-11-13,16320.7,476.43,2.0141,28.1974,0.2659,0.9989,1.00626,3585.15,11829.2855,177.16,92.755
2020-11-14,16070.45,460.89,1.9182,27.9311,0.26824,0.9991,1.00558,,,,
2020-11-15,15957,448.08,2.0407,27.6786,0.26954,0.9992,1.00546,,,,92.642
2020-11-16,16713.57,460.55,2.2626,27.9451,0.28813,0.9995,1.00528,3626.91,11924.1291,177.15,
2020-11-17,17659.38,482.15,2.1998,28.5552,0.30247,0.9991,1.00352,3609.53,11899.3429,176.5,92.416
2020-11-18,17776.12,478.41,2.1153,28.0931,0.29335,0.9992,1.00377,3567.79,11801.6034,175.49,92.316
2020-11-19,17802.82,471.25,2.085,28.1387,0.30358,0.999,1.00251,3581.87,11904.714,175.16,92.294
2020-11-20,18655.67,510.12,2.1033,28.9715,0.32991,0.9993,1.00456,3557.54,11854.9697,175.69,92.392
2020-11-21,18703.8,552.35,2.3822,30.5161,0.46283,0.9991,1.00384,,,,
2020-11-22,18414.43,560.03,2.1514,30.0226,0.44611,0.9988,1.00208,,,,92.505
2020-11-23,18368,608.58,2.2786,30.995,0.61579,0.999,1.00194,3577.59,11880.6338,172.23,
2020-11-24,19160.01,604.97,2.2823,33.9407,0.694,0.9991,1.00212,3635.41,12036.7854,169.59,92.226
2020-11-25,18719.11,569.5,2.2661,31.2953,0.63022,0.9998,1.0029,3629.65,12094.4022,169.51,91.994
2020-11-26,17149.47,519.83,1.9111,28.2356,0.53654,0.9991,1.00248,,,,
2020-11-27,17139.52,518.68,1.861,28.4606,0.5623,0.9995,1.00283,3638.35,12205.8463,167.79,91.79
2020-11-28,17719.85,537.52,1.8868,29.1766,0.62579,0.9992,1.0036,,,,
2020-11-29,18184.99,576.3,1.9153,30.1045,0.60543,0.9991,1.00391,,,,91.869
2020-11-30,19695.87,616.66,1.9665,31.4935,0.66417,0.9995,1.00637,3621.63,12198.737,166.67,
2020-12-01,18764.96,585.26,1.9738,30.1996,0.61088,0.9993,1.00358,3662.45,12355.106,170.18,91.313
2020-12-02,19204.09,596.89,2.1209,30.2875,0.62972,0.9994,1.00374,3669.01,12349.3663,171.46,91.118
2020-12-03,19421.9,615.85,2.0967,30.7065,0.63046,0.9991,1.003,3666.72,12377.1815,172.81,90.714
2020-12-04,18650.52,567.24,1.8535,29.0231,0.55367,0.9997,1.00378,3699.12,12464.2321,172.32,90.701
2020-12-05,19147.66,596.8,1.9795,29.728,0.58517,0.9995,1.00436,,,,
2020-12-06,19359.4,601.54,1.8505,29.5026,0.62107,0.9994,1.00481,,,,90.792
2020-12-07,19166.9,591.28,1.8272,29.37,0.60818,0.9997,1.00538,3691.96,12519.9458,174.89,
2020-12-08,18324.11,554.94,1.6631,27.6705,0.5589,1.0004,1.00603,3702.25,12582.7735,175.5,90.965
2020-12-09,18541.28,573.09,1.6592,28.1452,0.58265,0.9996,1.00289,3672.82,12338.9534,172.5,91.087
2020-12-10,18254.63,558.99,1.5683,27.6926,0.57267,1,1.00366,3668.1,12405.8083,172.17,90.824
2020-12-11,18036.53,544.43,1.4389,27.3419,0.54945,1,1.0049,3663.46,12377.8721,172.49,90.976
2020-12-12,18808.69,568.04,1.4912,28.1603,0.50658,0.9996,1.00262,,,,
2020-12-13,19174.99,590.7,1.5701,29.1571,0.51365,1.0004,1.00256,,,,90.711
2020-12-14,19273.14,586.29,1.5946,30.0338,0.4974,1.0002,1.00173,3647.49,12440.04,171.54,
2020-12-15,19426.43,588.64,1.7586,29.5053,0.46793,0.9996,1.00217,3694.62,12595.0595,173.94,90.473
2020-12-16,21335.52,637.18,1.7829,30.5577,0.56941,0.9992,1.00059,3701.17,12658.1876,174.9,90.45
2020-12-17,22797.16,642.7,1.68,30.2255,0.5769,0.9996,1.00011,3722.48,12764.7454,176.74,89.822
2020-12-18,23107.39,653.85,1.7014,30.9882,0.58337,0.9988,1.00117,3709.41,12755.6379,176.44,90.016
2020-12-19,23821.61,658.03,1.6707,33.3167,0.57666,0.999,1.00093,,,,
2020-12-20,23455.52,638.18,1.5635,34.3148,0.55586,0.9993,0.99997,,,,90.043
2020-12-21,22719.71,607.58,1.5331,32.05,0.51445,0.9996,1.00088,3694.92,12742.5164,175.88,
2020-12-22,23810.79,636.45,1.49,33.5151,0.44642,0.9998,1.00129,3687.26,12807.9182,174.49,90.654
2020-12-23,23232.76,585.56,1.198,31.1843,0.2605,1.0002,1.0025,3690.01,12771.1142,175.65,90.413
2020-12-24,23729.2,612.31,1.3612,32.4895,0.33863,1.0004,1.00249,3703.06,12804.734,176.35,90.323
2020-12-25,24712.47,626.82,1.4464,33.1996,0.31768,1.0003,1.00339,,,,
2020-12-26,26493.39,637.44,1.3258,33.6361,0.29481,1.0005,1.00255,,,,
2020-12-27,26281.66,685.11,1.3037,33.674,0.28407,1.0011,1.00489,,,,90.337
2020-12-28,27079.41,730.41,1.5172,35.951,0.24845,1.0016,1.00582,3735.36,12899.4232,175.71,
2020-12-29,27385,732,1.6704,39.0667,0.22142,1.0008,1.00497,3727.05,12850.2211,176.35,89.994
2020-12-30,28875.54,752.17,1.535,38.1558,0.21138,0.9997,1.00329,3732.05,12870.0016,177.7,89.68
2020-12-31,28923.63,736.42,1.5073,37.3588,0.21959,0.9986,1.00303,3756.08,12888.2824,178.36,89.937
2021-01-01,29331.69,728.91,1.8421,37.7762,0.23746,0.9974,1.0019,,,,
2021-01-02,32178.33,774.56,1.7999,38.2331,0.22064,0.9989,0.99903,,,,
2021-01-03,33000.05,978.28,2.1779,41.2575,0.2254,0.9992,1.0021,,,,89.869
2021-01-04,31988.71,1041.43,2.4909,41.1333,0.23565,0.9994,1.00117,3700.66,12698.4471,182.33,
2021-01-05,33949.53,1099.56,2.1636,41.8219,0.22573,0.9969,1.00007,3726.87,12818.9602,182.87,89.436
2021-01-06,36769.36,1208.42,1.9414,42.2417,0.24854,0.9975,1.00034,3748.15,12740.7939,179.9,89.53
2021-01-07,39432.28,1224.87,2.3635,43.5728,0.32389,0.9985,1.00073,3803.8,13067.4798,179.48,89.826
2021-01-08,40582.81,1216.93,3.2214,42.356,0.32032,0.9991,1.00064,3824.69,13201.9754,173.34,90.098
2021-01-09,40088.22,1276,3.3829,43.8479,0.32419,0.9966,0.99743,,,,
2021-01-10,38150.02,1254.25,3.449,42.4031,0.31491,0.9997,0.9997,,,,90.465
2021-01-11,35404.47,1087.01,3.1016,38.1674,0.28743,0.9997,1.00005,3799.62,13036.4308,173,
2021-01-12,34051.24,1050.16,3.6354,38.2541,0.29254,1.0006,1.00064,3801.2,13072.4339,174.12,90.093
2021-01-13,37371.38,1129.89,3.5242,40.1114,0.30582,0.9998,1.00023,3809.85,13128.9511,173.37,90.355
2021-01-14,39144.5,1231.62,3.2921,41.8723,0.29642,1.0014,1.00337,3795.55,13112.6375,173.28,90.239
2021-01-15,36742.22,1168.53,3.2475,40.8668,0.27991,0.9999,0.9998,3768.26,12998.5023,171.13,90.772
2021-01-16,35994.98,1227.83,3.4247,43.142,0.27924,1.0001,1.00064,,,,
2021-01-17,35828.61,1232.45,3.8268,45.8675,0.27746,1.0004,1.00114,,,,
2021-01-18,36631.27,1258.45,3.7868,45.3412,0.28528,0.9996,1.0006,,,,
2021-01-19,35891.49,1365.36,3.6287,42.5241,0.29396,0.9997,0.99955,3798.92,13197.1795,172.58,90.498
2021-01-20,35468.23,1376.99,3.7166,42.6069,0.29539,0.9995,1.00065,3851.86,13457.2477,175.39,90.475
2021-01-21,30850.13,1110.96,2.9899,38.6343,0.26802,1.0006,1.00187,3853.08,13530.9149,175.28,90.131
2021-01-22,32945.17,1232.62,3.3352,40.8936,0.27217,0.9992,1.00052,3841.48,13543.0616,173.9,90.238
2021-01-23,32078,1233.6,3.5079,40.9109,0.27167,0.9993,1.00104,,,,
2021-01-24,32259.9,1392.51,3.6278,41.8263,0.27339,0.999,1.00063,,,,90.391
2021-01-25,32254.2,1317.88,3.7038,41.8347,0.26757,1,1.00096,3855.37,13635.9918,174.05,
2021-01-26,32467.77,1365.97,4.041,41.8396,0.26834,0.9991,0.99927,3849.63,13626.0649,173.62,90.17
2021-01-27,30366.15,1239.03,3.675,40.8826,0.25039,0.9982,0.99894,3750.78,13270.5976,172.52,90.647
2021-01-28,33364.86,1329.69,3.81,42.5254,0.26407,0.9976,0.9981,3787.39,13337.1578,172.68,90.455
2021-01-29,34252.2,1379.5,3.8293,42.8618,0.2829,0.9995,0.9995,3714.25,13070.6945,172.61,90.584
2021-01-30,34262.88,1378.05,4.228,44.7849,0.44372,0.9988,0.99967,,,,
2021-01-31,33092.98,1312.55,4.2525,44.3292,0.49507,0.9991,0.99935,,,,90.98
2021-02-01,33526.37,1374.17,4.6148,51.4781,0.37106,0.9998,1.00026,3773.87,13403.3941,174.23,
2021-02-02,35466.24,1511.87,5.2331,51.0071,0.37254,0.9991,1.00027,3826.32,13612.7771,172.11,91.197
2021-02-03,37618.87,1664.49,5.7311,52.12,0.39721,0.9989,0.99936,3830.18,13610.5432,171.85,91.171
2021-02-04,36936.66,1595.67,6.4085,55.9599,0.44545,0.999,0.9998,3871.75,13777.7433,168.15,91.529
2021-02-05,38290.24,1719.19,6.7005,67.7005,0.45219,0.9992,0.99993,3886.84,13856.2956,169.81,91.042
2021-02-06,39186.94,1676.35,6.1225,72.8356,0.44307,0.9985,0.9996,,,,
2021-02-07,38795.69,1611.62,6.6976,68.3542,0.41849,0.9982,0.99987,,,,90.934
2021-02-08,46374.87,1750.15,7.855,79.8374,0.45099,0.999,1,3915.6,13987.6419,171.52,
2021-02-09,46420.42,1769.13,7.8005,107.3469,0.47636,0.9988,0.99974,3911.24,14007.6973,172.08,90.439
2021-02-10,44807.58,1740.78,9.09,128.9711,0.50429,0.9994,1.00001,3909.89,13972.5339,172.71,90.371
2021-02-11,47969.51,1785.62,9.2004,124.085,0.52806,0.9993,0.99976,3916.39,14025.7744,171.21,90.417
2021-02-12,47287.6,1840.26,9.2,136.6139,0.609,0.9978,1.00025,3934.84,14095.4741,170.69,90.48
2021-02-13,47153.69,1814.96,8.7441,133.3496,0.63309,0.9987,0.9999,,,,
2021-02-14,48577.79,1800.42,8.7158,135.8623,0.59211,0.9991,1.00085,,,,
2021-02-15,47911.1,1779.25,8.8516,130.303,0.54976,0.9999,1.00028,,,,
2021-02-16,49133.45,1781.99,8.3002,130.183,0.51995,1,1.00047,3932.6,14047.4994,168.24,90.509
2021-02-17,52119.71,1849.88,8.2357,165.3233,0.53467,0.9997,0.99932,3931.34,13965.4948,166.33,90.951
2021-02-18,51552.6,1939.61,8.9771,195.6,0.53204,0.9999,1.00086,3913.98,13865.3559,166.32,90.592
2021-02-19,55906,1955,11.4912,333.111,0.56465,0.9997,0.99977,3906.72,13874.4628,167.01,90.364
2021-02-20,55841.19,1913,9.9869,253,0.51167,0.9991,0.99992,,,,
2021-02-21,57408.57,1933.53,11.0753,295.2597,0.54468,0.9992,0.99983,,,,90.01
2021-02-22,54087.67,1777.58,14.4191,267.5147,0.56646,0.9999,0.99906,3876.51,13533.0483,169.51,
2021-02-23,48891,1577.89,15.2244,231.3646,0.47579,1.0004,1.0003,3881.38,13465.1981,169.12,90.169
2021-02-24,49676.2,1623.39,17.1691,254.5056,0.4686,0.9995,1.00071,3925.44,13597.9659,169,90.176
2021-02-25,47073.73,1481.75,13.8442,234.9146,0.43601,1.0001,1.00095,3829.35,13119.4307,165.82,90.134
2021-02-26,46276.87,1444.59,13.5962,221.717,0.42788,0.9997,1.00074,3811.16,13192.3454,161.81,90.879
2021-02-27,46106.43,1458.13,13.1916,225.3853,0.43589,0.9993,1.00003,,,,
2021-02-28,45135.66,1419.18,13.0887,210.2138,0.41565,0.9983,1.00083,,,,91.039
2021-03-01,49587.03,1569.86,14.9855,254.9637,0.44537,0.999,1.00062,3901.83,13588.8286,161.53,
2021-03-02,48440.65,1486.78,13.9438,239.6841,0.4357,0.9992,0.9991,3870.3,13358.7871,162.41,90.785
2021-03-03,50349.37,1567.69,14.0742,240.5701,0.44846,0.9995,1.00033,3819.73,12997.7517,160.62,90.947
2021-03-04,48374.09,1539.23,13.0508,229.6369,0.48096,1.0003,1.00172,3768.48,12723.4718,159.04,91.631
2021-03-05,48751.71,1528.31,12.5382,225.4714,0.45457,0.9999,1.00114,3841.95,12920.1477,159.14,91.977
2021-03-06,48882.2,1650.35,13.0421,226.3814,0.46285,0.9997,1.00047,,,,
2021-03-07,50971.75,1726.16,13.8174,240.11,0.46558,0.9997,1.00005,,,,92.313
2021-03-08,52375.17,1833.18,13.6028,240.5509,0.47412,0.9995,1.00105,3821.36,12609.161,157.49,
2021-03-09,54884.5,1870.51,14.839,293.2052,0.4849,0.9997,1.00098,3875.45,13073.8245,160.84,91.958
2021-03-10,55851.59,1795.12,14.2048,278.4499,0.46155,0.9999,1.00067,3898.82,13068.8319,161.66,91.823
2021-03-11,57773.16,1825.78,16.031,290.0301,0.45187,0.9998,1.00052,3939.35,13398.6727,161.52,91.42
2021-03-12,57221.72,1766.1,14.5597,263.2201,0.43934,1,1.00067,3943.35,13319.8647,161.49,91.679
2021-03-13,61188.39,1922.35,15.3033,276.2822,0.45787,1.0005,1.00122,,,,
2021-03-14,58968.31,1848.1,14.4605,263.238,0.43905,1,1.00154,,,,91.833
2021-03-15,55605.2,1793.48,14.1577,254.5144,0.43574,1.0001,1.00196,3968.95,13459.7076,162.2,91.865
2021-03-16,56900.75,1805.12,13.6392,258.5352,0.46024,0.9997,1.0005,3962.72,13471.5672,162.35,91.442
2021-03-17,58912.97,1823.58,14.2018,269.7896,0.4698,0.9997,1.00127,3974.13,13525.2025,163.51,91.862
2021-03-18,57648.16,1776.08,14.204,261.4816,0.46893,1.0002,1.00131,3915.47,13116.1677,162.56,91.919
2021-03-19,58030.01,1809.1,14.1552,262.935,0.46651,0.9999,1.001,3913.11,13215.235,163.24,
2021-03-20,58102.28,1806.1,14.1894,264.3023,0.52613,1,1.00078,,,,
2021-03-21,57351.56,1782.98,14.3372,264.6513,0.51651,0.9998,1.00076,,,,91.742
2021-03-22,54083.25,1680.97,14.7964,254.7976,0.5441,0.9996,1.00088,3940.6,13377.5422,163,92.336
2021-03-23,54340.89,1668.08,14.1552,255.4646,0.5498,0.9998,1.00059,3910.53,13227.697,161.81,92.528
2021-03-24,52303.65,1581.84,13.5973,248.5236,0.48021,1.0002,1.00076,3889.15,12961.8901,162.37,92.809
2021-03-25,51293.78,1585.74,12.9787,233.9466,0.51058,0.9997,1.00021,3909.53,12977.6799,161.78,92.766
2021-03-26,55025.59,1698.84,14.7664,255.2105,0.56357,0.9994,1.00048,3974.55,13138.725,162.24,
2021-03-27,55817.14,1712.63,16.4589,269.2234,0.54752,0.9997,1.0018,,,,
2021-03-28,55777.63,1687.01,18.0645,268.4263,0.54552,1.0003,1.00042,,,,92.944
2021-03-29,57635.47,1816.74,18.9504,275.2991,0.56538,1.0002,1.00065,3971.1,13059.6466,160.31,93.297
2021-03-30,58746.57,1840.46,19.0685,311.2962,0.5621,0.9997,1.00098,3958.56,13045.3943,157.57,93.232
2021-03-31,58740.55,1919.37,19.3861,302.3724,0.56982,0.9998,1.00043,3972.9,13246.8707,159.96,92.929
2021-04-01,58720.44,1968.05,19.0443,334.7991,0.57087,1.0002,0.99976,4019.88,13480.1055,161.98,
2021-04-02,58950.01,2133.69,19.7501,338.2932,0.60701,0.9999,1.00083,,,,
2021-04-03,57051.94,2008.52,22.5,321.9497,0.57831,0.9996,1.0002,,,,
2021-04-04,58202.01,2075.69,23.7755,348.8617,0.635,0.9998,1.00025,,,,93.022
2021-04-05,59129.99,2107.38,22.9717,368.0263,0.91584,1,1.00039,4077.92,13705.5931,161.92,92.335
2021-04-06,57991.15,2112.21,25.0548,403.3648,1.09663,0.9999,0.99963,4073.95,13698.38,163.22,92.455
2021-04-07,55953.45,1963.47,26.5385,375.5538,0.91542,1.0004,1.00002,4079.96,13688.8419,162.76,92.059
2021-04-08,58077.52,2080.46,26.9384,418.7048,1.05599,1.0002,1.00027,4097.18,13829.3097,164.51,92.163
2021-04-09,58142.54,2066.87,27.6172,453.9937,1.01721,1.0004,1.00075,4128.81,13900.1853,163.27,
2021-04-10,59769.13,2133.49,26.8021,471.2975,1.3728,1.0002,1.00068,,,,
2021-04-11,60002.43,2151.36,27.8517,525.9275,1.35118,1.0007,1,,,,92.138
2021-04-12,59860,2137.69,28.5424,596.7104,1.46843,1.0005,1.00029,4128,13849.999,162.28,91.852
2021-04-13,63575,2299.19,27.4507,551.6442,1.79611,0.9999,0.99956,4141.6,13996.0991,163.43,91.69
2021-04-14,62959.53,2432.6,26.4067,550.0182,1.83468,1,1.00053,4124.67,13857.8403,162.72,91.668
2021-04-15,63159.98,2514.04,27.7816,541.8824,1.75781,0.999,0.9995,4170.43,14038.7632,165.35,91.556
2021-04-16,61334.8,2422.67,25.2996,508.2743,1.54805,0.9987,0.99891,4185.48,14052.3421,166.35,
2021-04-17,60006.66,2317.6,24.85,514.6861,1.53896,0.9991,0.99996,,,,
2021-04-18,56150.01,2235.64,32.3358,481.4367,1.40797,0.998,0.99731,,,,91.069
2021-04-19,55633.14,2161.12,31.4711,504.0322,1.30945,0.9993,0.99941,4163.27,13914.7652,165.89,91.241
2021-04-20,56425,2330.03,31.7028,586.3635,1.38501,0.999,0.99995,4134.95,13786.2681,166.48,91.155
2021-04-21,53787.63,2357.06,32.5534,543.6327,1.29097,0.9996,1.00095,4173.43,13950.2183,168.13,91.333
2021-04-22,51690.96,2397.94,38.9,505.2411,1.15489,0.9999,1,4134.99,13818.4126,167.04,90.859
2021-04-23,51125.14,2367.39,37.3893,526.5357,1.17073,0.9991,1,4180.18,14016.8081,166.4,
2021-04-24,50047.84,2213.35,40.8401,496.992,1.04833,0.9987,0.9993,,,,
2021-04-25,49066.77,2320.49,47.405,505,1.0351,0.999,1.0003,,,,90.807
2021-04-26,54001.39,2532.6,43.878,535.33,1.3629,0.9992,1.0005,4187.63,14138.7758,166.84,90.909
2021-04-27,55011.97,2666.13,43.147,568.78,1.4017,0.9988,1.00001,4186.73,14090.2157,166.42,90.609
2021-04-28,54846.22,2748.24,44.833,562.78,1.3576,0.9991,1.0006,4183.19,14051.0305,166.91,90.614
2021-04-29,53555,2757.04,42.484,599.7,1.3978,0.9994,1.0005,4211.48,14082.5461,166.22,91.28
2021-04-30,57694.27,2772.42,42.786,622.65,1.5988,0.9989,1.00069,4181.18,13962.6812,165.66,
2021-05-01,57800.37,2944.77,49.67,620,1.651,0.999,0.9998,,,,
2021-05-02,56578.21,2949.56,46.897,621.78,1.5605,0.9993,1.00061,,,,90.945
2021-05-03,57169.39,3431.04,45.912,676.15,1.5546,0.9992,1.0005,4192.67,13895.1182,167.81,91.288
2021-05-04,53200.01,3239.01,42.636,609.3,1.3877,0.9995,1.0002,4164.67,13633.5034,166.58,91.308
2021-05-05,57436.11,3524.26,44.98,651.1,1.6133,0.9988,1.00009,4167.6,13582.4248,167.27,90.951
2021-05-06,56393.68,3489.73,43.496,633.99,1.6028,0.9991,1.0002,4201.63,13632.8418,170.06,90.233
2021-05-07,57314.75,3479.53,43.182,624.3,1.5793,0.999,1.0002,4232.61,13752.2367,171.59,
2021-05-08,58862.05,3910.26,45.612,646.1,1.5611,0.9987,0.9998,,,,
2021-05-09,58240.84,3923.95,44.33,661.74,1.5345,0.9988,1.0003,,,,90.212
2021-05-10,55816.14,3945.88,42.854,631.1,1.3906,0.9989,1.0003,4188.44,13401.8576,172.11,90.141
2021-05-11,56670.02,4173.45,44.538,671.91,1.4786,0.9988,1.00025,4152.11,13389.4262,172.14,90.713
2021-05-12,49631.32,3823.21,43.709,594.65,1.2691,1.0001,1.0003,4063.05,13031.6808,170.43,90.752
2021-05-13,49670.97,3717.91,41.049,571.1,1.364,0.9999,1.00016,4112.51,13124.9882,171.13,90.321
2021-05-14,49841.45,4075.01,42.7,602.61,1.4,0.999,1,4173.86,13429.9784,172.69,
2021-05-15,46762.99,3646.68,43.486,563.41,1.4904,0.9997,0.99972,,,,
2021-05-16,46431.5,3582.1,46.85,564.32,1.4496,0.9997,1.0002,,,,90.164
2021-05-17,43538.04,3282.51,46.708,512.07,1.4946,1,0.9998,4163.3,13379.0475,174.7,89.75
2021-05-18,42849.78,3375.07,55.977,507.88,1.5889,0.9993,1,4127.84,13303.6357,175.04,90.191
2021-05-19,36690.09,2438.92,34.988,334.8,1.0568,0.9983,0.9984,4115.69,13299.7371,175.16,89.808
2021-05-20,40526.64,2768.62,44.42,391.17,1.1795,0.9978,0.99817,4159.13,13535.7389,175.96,90.017
2021-05-21,37252.01,2430.98,38.925,326.01,1.0062,0.9987,1,4155.87,13470.9925,176.04,
2021-05-22,37449.73,2294.87,31.222,299.76,0.9052,0.9992,1.0001,,,,
2021-05-23,34655.25,2096.39,24.536,260.72,0.7898,0.9987,0.9997,,,,89.844
2021-05-24,38796.29,2648.43,31.416,345.64,0.993,0.9989,0.9999,4197.06,13661.1704,176.35,89.639
2021-05-25,38324.72,2705.11,29.973,343.18,0.9746,0.9988,1.00016,4188.12,13657.174,177.95,90.042
2021-05-26,39241.91,2884.94,35.43,379.16,1.0316,0.9988,1.00024,4195.98,13737.9955,177.64,89.971
2021-05-27,38529.98,2742.23,33.747,369.67,0.9747,0.9991,0.9999,4200.87,13736.2757,177.71,90.031
2021-05-28,35663.49,2412.1,28.989,328.82,0.8985,0.9995,1.0007,4204.12,13748.7386,178.38,
2021-05-29,34605.15,2278.74,27.388,305.04,0.8318,0.9995,1.0003,,,,
2021-05-30,35641.27,2385.98,28.588,325.57,0.9058,0.9994,1.0005,,,,
2021-05-31,37253.81,2706.15,32.75,353.33,1.0409,0.9999,1.0011,,,,89.831
2021-06-01,36693.09,2634.57,30.938,362.39,1.0108,1,1.00119,4202.03,13736.4776,177.9,89.909
2021-06-02,37568.68,2706.22,33.994,401.54,1.0241,1,1.001,4208.11,13756.3272,178.77,90.512
