time,open,high,low,close,Volume,Volume MA,CCI,Regular Bullish,Regular Bullish Label,Hidden Bullish,Hidden Bullish Label,Regular Bearish,Regular Bearish Label,Hidden Bearish,Hidden Bearish Label,RSI,Regular Bullish,Regular Bullish Label,Hidden Bullish,Hidden Bullish Label,Regular Bearish,Regular Bearish Label,Hidden Bearish,Hidden Bearish Label
1776186000,74652.2,74948.78,74244.63,74748.9,985.979,1294.4608799999935,-22.537117107630564,,,,,,,,,59.09409573807722,,,,,,,,
1776189600,74748.89,74814.99,73795.47,74093.19,1613.97962,1375.151879285708,-125.3492079219949,-125.3492079219949,,-125.3492079219949,,,,,,50.682722418745314,,,,,,,,
1776193200,74093.18,74398.43,73882.79,74223.18,1054.69346,1390.6007257142794,-91.11212552717367,,,,,,,,,52.137189297361374,,,,,,,,
1776196800,74223.3,74434.33,74015.53,74102.29,434.25271,1377.7208107142794,-84.17050653328799,,,,,,,,,50.64138280330413,,,,,,,,
1776200400,74102.28,74320.44,73951.64,74277.15,381.06364,1300.9000999999937,-39.14709313906766,,,,,,,,,52.752867951273004,,,,,,,,
1776204000,74277.16,74373.19,73806.09,74023.15,638.74603,1279.5034621428508,-82.05881190750603,,,,,,,,,49.444091871858944,49.444091871858944,,49.444091871858944,,,,,
1776207600,74023.16,74232.83,74001.08,74131.55,701.71447,1289.2070171428509,-39.74632214810342,,,,,,,,,50.860639087806234,,,,,,,,
1776211200,74131.55,74677.19,74126.32,74568.36,874.99865,1313.1224121428509,185.2391172645495,,,,,185.2391172645495,,185.2391172645495,,56.18786954055262,,,,,,,,
1776214800,74568.37,74786.72,74500,74613.28,443.16738,1298.1087828571365,124.98530410083046,,,,,,,,,56.70764414778585,,,,,56.70764414778585,,56.70764414778585,
1776218400,74613.28,74697.47,74188,74322,506.95652,1297.6400928571366,11.434662846908164,,,,,,,,,52.36903193636107,,,,,,,,
1776222000,74322.01,74372.84,74173.75,74345.97,317.62112,1088.4139307142793,8.507301239239856,,,,,,,,,52.689810961874294,,,,,,,,
1776225600,74345.98,74434.51,74261.47,74340.38,660.47305,824.3362157142794,2.3963373787809172,,,,,,,,,52.60084216654008,,,,,,,,
1776229200,74340.38,74434,73864.01,74021.5,542.04465,744.3676821428509,-138.1275475168915,,,,,,,,,47.65727506659147,,,,,,,,
1776232800,74021.5,74048.95,73855.49,73891.62,419.09008,683.9128842857081,-138.69830244668918,-138.69830244668918,,-138.69830244668918,,,,,,45.770445982566685,,,,,,,,
1776236400,73891.62,74016.67,73514,73730.43,1451.80452,717.1861357142795,-116.91981854666484,,,,,,,,,43.47019390656051,43.47019390656051,,43.47019390656051,,,,,
1776240000,73730.43,74181.9,73675.96,74110.51,532.83471,639.961499285708,0.5444987642166341,,,,,,,,,49.867945789180354,,,,,,,,
1776243600,74110.52,74176.49,73909.49,74011.69,363.2179,590.5703878571366,-20.464723698706724,,,,,,,,,48.33623342428896,,,,,,,,
1776247200,74011.7,74250,73789.5,73864.75,548.88747,598.7585849999938,-61.08736752408831,,,,,,,,,46.070252739234974,,,,,,,,
1776250800,73864.76,74256.44,73864.76,74201.78,444.7329,603.3063892857081,119.35254841536087,,,,,119.35254841536087,,119.35254841536087,,51.66705386392499,,,,,,,,
1776254400,74201.78,74466.1,74051.64,74273.77,567.44529,598.213479285708,111.05608631676138,,,,,,,,,52.79398436253542,,,,,52.79398436253542,,52.79398436253542,
1776258000,74273.77,74434.51,73817.23,74063.92,676.35905,596.4023778571366,12.624983676186224,,,,,,,,,49.19332895531481,,,,,,,,
1776261600,74063.91,74506.84,73830,74151.81,757.76569,588.0285949999937,36.58093307832912,,,,,,,,,50.70959253462467,,,,,,,,
1776265200,74151.81,74299.07,73580.85,73844.08,743.29132,609.4660192857081,-109.89422763615524,-109.89422763615524,-109.89422763615524,-109.89422763615524,,,,,,45.580419642574725,45.580419642574725,,45.580419642574725,,,,,
1776268800,73844.07,74176,73762.89,73941.09,547.84936,612.3869364285653,-50.61165864553907,,,,,,,,,47.38709793390646,,,,,,,,
1776272400,73941.09,74242,73915.48,74134.95,593.44252,632.0884649999938,26.90069202038302,,,,,,,,,50.895454460802874,,,,,,,,
1776276000,74134.95,74399.75,74073.61,74390.29,407.09098,613.9897457142796,130.44414224126112,,,,,,,,,55.13870431535917,,,,,,,,
1776279600,74390.29,75281,74355.46,75002.6,1179.99077,659.5573257142796,191.38231668597544,,,,,191.38231668597544,,191.38231668597544,,63.32340959623517,,,,,63.32340959623517,,63.32340959623517,
1776283200,75002.6,75039.92,74512.06,74841.68,570.09892,670.3436714285654,95.90846956163712,,,,,,,,,60.21417610931665,,,,,,,,
1776286800,74841.67,74855.16,74540.23,74743.1,310.66035,588.8333735714225,57.07819572343078,,,,,,,,,58.32485327424254,,,,,,,,
1776290400,74743.1,75425,74740.02,74964,653.95001,597.4844664285654,72.48614338064638,,,,,,,,,61.25829672886355,,,,,,,,
1776294000,74964.01,74964.01,74620.95,74809.99,311.26846,593.773792142851,29.980065195454312,,,,,,,,,58.18335270042538,,,,,,,,
1776297600,74809.99,74874.93,74451.49,74815.1,636.94865,600.0638764285653,10.13170655992676,,,,,,,,,58.258221334760854,,,,,,,,
1776301200,74815.09,74815.09,74454.09,74657.66,240.65148,585.486632142851,-133.19864351423786,-133.19864351423786,,-133.19864351423786,,,,,,54.99140739157506,54.99140739157506,,54.99140739157506,,,,,
1776304800,74657.67,75267.85,74601.27,74887.24,589.65615,587.0731221428512,67.75099903787552,,,,,,,,,58.63402897541774,,,,,,,,
1776308400,74887.23,75159.26,74865.5,74888.21,470.71966,572.3845942857082,56.1129282453797,,,,,,,,,58.649256324861845,,,,,,,,
1776312000,74888.21,75174.38,74728,74944.15,513.51186,554.9378921428511,78.11403965691619,,,,,,,,,59.573492006050834,,,,,,,,
1776315600,74944.15,75139.82,74900,75043.48,359.01217,527.4893814285654,136.0631811105486,,,,,136.0631811105486,,136.0631811105486,,61.23052802703644,,,,,,,,
1776319200,75043.47,75115.12,74853.72,75045.01,604.84284,531.5603442857082,101.14211230004568,,,,,,,,,61.2568704729814,,,,,61.2568704729814,,61.2568704729814,
1776322800,75045.01,75082.78,74636,74707.03,708.0609,539.7473714285653,-102.22959851707922,,,,,,,,,52.733065839845445,,,,,,,,
1776326400,74707.02,74744.35,74500,74677.91,669.8621,558.5167371428511,-125.50244970545944,,,,,,,,,52.06090157660099,,,,,,,,
1776330000,74677.91,74901.5,74594.01,74594.02,316.26697,496.82217999999386,-105.64603691638071,,,,,,,,,50.08045044331178,,,,,,,,
1776333600,74594.02,74653.12,74277.34,74313,526.53069,493.7101635714224,-139.147071435996,,,,,,,,,44.037037633518196,,,,,,,,
1776337200,74312.99,74663.27,74285,74574.79,1174.6136,555.4211099999937,-46.167192261539626,,,,,,,,,50.080486918098714,,,,,,,,
1776340800,74574.8,74872,74574.79,74624,529.55969,546.536087142851,-11.504921569364617,,,,,,,,,51.14842903901453,,,,,,,,
1776344400,74624.01,75030.39,73309.85,73788.03,1828.93731,654.9410049999939,-189.94869252834673,-189.94869252834673,,-189.94869252834673,,,,,,36.760916466154434,36.760916466154434,,36.760916466154434,,,,,
1776348000,73788.03,74197.32,73426.94,73973.33,1331.31817,704.5388278571367,-89.59073582655571,,,,,,,,,40.74001217141682,,,,,,,,
1776351600,73973.33,74878.99,73934.44,74697.19,1520.20876,795.9357764285652,75.34171899573465,,,,,,,,,53.143244382254494,,,,,,,,
1776355200,74697.2,74932,74063,74175.57,762.35705,808.2715549999938,-31.100618965509323,,,,,,,,,45.717498021452556,,,,,,,,
1776358800,74175.58,74438.31,73912.23,74343.25,751.1945,828.3054721428508,7.585541975082099,,,,,,,,,48.22215211429219,,,,,,,,
1776362400,74343.25,75089,74240,75026.71,780.63438,847.3856521428507,124.39872951424682,,,,,124.39872951424682,,124.39872951424682,,56.94282424982359,,,,,,,,
1776366000,75026.71,75410.71,74717.97,75342.99,1203.37407,907.6972164285651,123.61642259604118,,,,,,,,,60.277020020760155,,,,,60.277020020760155,60.277020020760155,60.277020020760155,
1776369600,75343,75534.76,75001,75223.47,661.71844,911.759759285708,80.93712011701813,,,,,,,,,58.43550240931917,,,,,,,,
1776373200,75223.48,75286.51,74789.5,74934.24,451.58433,893.4400042857079,21.311074890552582,,,,,,,,,54.12608874062592,,,,,,,,
1776376800,74934.24,75117,74833.14,74867.92,232.35004,862.1891428571364,4.591479026983763,,,,,,,,,53.15804218661026,,,,,,,,
1776380400,74867.92,75177.76,74840.92,75154.29,224.77396,855.6539278571364,48.93423827980663,,,,,,,,,56.75467764949925,,,,,,,,
1776384000,75154.28,75154.77,74886.82,74944.98,796.37355,874.9284178571364,-57.63738552180127,,,,,,,,,53.520044795673925,,,,,,,,
1776387600,74944.99,75034.49,74569.99,74750,407.29847,820.1201942857078,-104.55788880841682,,,,,,,,,50.625517941371236,,,,,,,,
1776391200,74750,74802.98,74529.4,74700,235.53372,799.1183392857077,-110.57072044542753,,,,,,,,,49.8805172345857,,,,,,,,
1776394800,74700,74839.31,74606.12,74615.82,721.66261,720.0272892857078,-112.32719463178371,-112.32719463178371,,-112.32719463178371,,,,,,48.58421579629835,48.58421579629835,,48.58421579629835,,,,,
1776398400,74615.82,74871.11,74589.88,74791.39,213.9543,640.2155842857077,-20.145702474555975,,,,,,,,,51.419910279621114,,,,,,,,
1776402000,74791.39,74801.13,74555.12,74637.77,241.61979,548.8878007142791,-75.18673051199573,,,,,,,,,48.87967791656658,,,,,,,,
1776405600,74637.77,74950,74604.62,74938.52,276.57366,514.1889871428506,107.36186918731333,,,,,,,,,53.70190653512839,,,,,,,,
1776409200,74938.53,75089.51,74930,75074.77,607.34373,503.9139321428507,151.28771912893623,,,,,,,,,55.73891049418044,,,,,,,,
1776412800,75074.76,75881.95,74993.24,75780.38,1494.62708,554.9134107142793,199.18166963029154,,,,,199.18166963029154,,199.18166963029154,,64.45981207160727,,,,,,,,
1776416400,75780.38,76370.25,75518.78,75779.99,2004.70646,612.1514385714221,116.63378181322997,,,,,,,,,64.45225311325703,,,,,,,,
1776420000,75779.99,75886.01,75095.93,75278.77,1050.31882,639.9086085714222,17.30900783864509,,,,,,,,,55.452287464270505,,,,,,,,
1776423600,75278.77,75609.77,75246.65,75589.7,429.61331,638.3392499999936,54.23652892269138,,,,,,,,,59.25341852786281,,,,,,,,
1776427200,75589.7,76265.82,75531.97,76233.05,1128.91448,702.3795671428508,128.76341332336503,,,,,,,,,65.76299286726803,,,,,,,,
1776430800,76233.06,77417.61,76061.57,77340.12,5123.01639,1052.254026428565,186.97798028770407,,,,,,,,,73.5836977488211,,,,,,,,
1776434400,77340.11,78052.49,77015.39,77886.77,3617.10048,1253.7345214285651,140.39951793318514,,,,,,,,,76.44493203094149,,,,,76.44493203094149,,76.44493203094149,
1776438000,77886.77,77999,77444.44,77785.02,1975.14451,1365.723524285708,85.76073863687901,,,,,,,,,74.82046263859397,,,,,,,,
1776441600,77785.03,78333,77705.2,77857.14,1402.18359,1449.0556578571366,67.7736838357454,,,,,,,,,75.22237238605717,,,,,,,,
1776445200,77857.15,77917.77,77101.49,77520.59,1173.45635,1481.326639285708,32.119387303978634,,,,,,,,,69.63643715074059,,,,,,,,
1776448800,77520.59,77565.63,77088.23,77159.89,637.39265,1511.5722357142797,-37.9897066654052,,,,,,,,,64.13909312959868,,,,,,,,
1776452400,77159.88,77473.44,77000,77393.58,652.45495,1540.9176042857082,-47.199586368301176,,,,,,,,,66.01120096874467,,,,,,,,
1776456000,77393.58,77611.68,77160.12,77337.64,357.23206,1546.6789185714222,-62.57871902394672,,,,,,,,,65.1346270565339,,,,,,,,
1776459600,77337.64,77494.69,77278.72,77445.73,307.76412,1525.2803749999935,-19.08107207298621,,,,,,,,,66.07213546361979,,,,,,,,
1776463200,77445.74,77510,77274.56,77301.25,474.88113,1452.4413785714223,-56.9446686540391,,,,,,,,,63.609993410235425,,,,,,,,
1776466800,77301.25,77302,76911,77072,612.20073,1352.9766835714222,-136.10940318774234,-136.10940318774234,,-136.10940318774234,,,,,,59.8019952380905,,,,,,,,
1776470400,77072.01,77258.55,76978.17,77168,324.03843,1301.0995128571365,-57.78436988539856,,,,,,,,,60.858698895945565,,,,,,,,
1776474000,77168.22,77330,77115.77,77218.07,266.4299,1289.4435549999937,-36.742342730043696,,,,,,,,,61.42821950167805,,,,,,,,
1776477600,77218.06,77420.08,77124.63,77292.52,268.04149,1227.9526271428508,21.55893073064608,,,,,21.55893073064608,21.55893073064608,21.55893073064608,,62.30645890176574,,,,,,,,
1776481200,77292.53,77296.95,76962.67,77005.47,268.91717,881.2312542857079,-122.46356818577556,,,,,,,,,56.92473084796338,,,,,,,,
1776484800,77005.47,77162.08,76884.1,77100.74,370.07883,649.301136428565,-47.45615295713215,,,,,,,,,58.2147466093569,,,,,,,,
1776488400,77100.73,77278.58,77100.73,77134.66,312.05483,530.509016428565,-6.41757004078582,,,,,,,,,58.68911514595096,,,,,,,,
1776492000,77134.66,77217,77058.4,77136.01,168.72376,442.40474285713645,-15.234174391070312,,,,,,,,,58.70920647531522,,,,,,,,
1776495600,77136.01,77136.01,76890,76997.8,276.05173,378.30441285713647,-109.0169490352672,,,,,,,,,55.721373143198036,,,,,,,,
1776499200,76997.79,77048,76501,76738.63,773.24357,388.0080499999936,-172.47527437095266,-172.47527437095266,,-172.47527437095266,,,,,,50.528404635726005,,,,,,,,
1776502800,76738.62,76738.63,76409.37,76599.89,462.93265,374.47074285713643,-144.59642670502083,,,,,,,,,47.952066560790186,,,,,,,,
1776506400,76599.89,76599.9,76132.32,76189.56,624.93038,393.59205142856496,-152.4478066971453,,,,,,,,,41.252671250166884,,,,,,,,
1776510000,76189.55,76189.56,75763.76,76039.05,809.07399,429.3998992857078,-122.25661226785674,,,,,,,,,39.09508951369632,,,,,,,,
1776513600,76039.06,76300,76039.05,76206.97,492.57948,430.66406714285074,-66.14599364201615,,,,,,,,,42.696074480298925,,,,,,,,
1776517200,76206.98,76212.7,75797.53,76122.87,456.87331,419.56925142856505,-61.89869616367072,,,,,,,,,41.376596883333455,,,,,,,,
1776520800,76122.88,76288.4,75959.68,76249.99,461.97289,429.42171285713647,-18.251663474989172,,,,,-18.251663474989172,,-18.251663474989172,,44.18443441648962,,,,,,,,
1776524400,76250,76363.75,76003.97,76167.34,261.12334,429.0426728571365,-33.717084491952164,,,,,,,,,42.75073473280768,,,,,,,,
1776528000,76167.33,76211.57,75691.03,75943.35,522.36094,447.2083478571366,-151.93862905218054,-151.93862905218054,-151.93862905218054,-151.93862905218054,,,,,,39.052393331275326,,,,,,,,
1776531600,75943.34,75958.23,75778.69,75828.51,256.05723,446.28978071427946,-136.87017782622829,,,,,,,,,37.27208062867716,,,,,,,,
1776535200,75828.51,75844.66,75445.16,75651.78,591.47146,462.1035399999937,-133.8512629344786,,,,,,,,,34.65388360349051,,,,,,,,
1776538800,75651.78,75796.32,75574.22,75649.85,194.3187,453.6938164285651,-97.5183169275329,,,,,,,,,34.6252784898019,34.6252784898019,,34.6252784898019,,,,,
1776542400,75649.86,75834.3,75608.44,75754.78,484.97143,476.2829357142794,-46.88830594518043,,,,,,,,,37.63919042067885,,,,,,,,
1776546000,75754.77,75839.1,75599.64,75821.34,197.94348,470.70377499999364,-5.019638557139388,,,,,,,,,39.5431789897026,,,,,39.5431789897026,,39.5431789897026,
1776549600,75821.35,75873.1,75608.89,75813.53,155.69572,426.5932142857079,27.09032112510056,,,,,27.09032112510056,,27.09032112510056,,39.39120325795897,,,,,,,,
1776553200,75813.53,75891.64,75685.69,75691.76,141.95985,403.6665857142794,-51.25387684517477,,,,,,,,,37.003298209068376,,,,,,,,
1776556800,75691.76,75847.42,75551.73,75693.01,297.06433,380.24758214285083,-35.01089324614322,,,,,,,,,37.04548719283442,,,,,,,,
1776560400,75693,75798.47,75457.11,75621.95,321.53516,345.42337999999376,-101.706012792954,,,,,,,,,35.58645184317143,,,,,,,,
1776564000,75621.96,75722.21,75407.84,75496,212.48934,325.41694142856517,-161.6334380262792,,,,,,,,,33.09820960771113,,,,,,,,
1776567600,75496.01,75637.44,75357,75515.77,175.28804,305.3037078571366,-96.41672345389267,,,,,,,,,33.87972191394506,,,,,,,,
1776571200,75515.76,75782.63,75424.4,75664.62,294.60425,293.3488049999938,17.68847254955269,,,,,17.68847254955269,,17.68847254955269,,39.60053821504356,,,,,39.60053821504356,,39.60053821504356,
1776574800,75664.62,75687.04,75516.39,75545.6,174.63786,287.1712707142795,-53.544517541345286,,,,,,,,,36.85471731831482,,,,,,,,
1776578400,75545.6,75545.6,75280.92,75400.09,385.31594,277.3823421428509,-129.60415913140295,,,,,,,,,33.77166322089518,,,,,,,,
1776582000,75400.09,75400.09,74867.72,75252.34,771.61495,314.2078935714223,-164.75422771855295,-164.75422771855295,,-164.75422771855295,,,,,,30.941277444771487,,,,,,,,
1776585600,75252.33,75299.99,75071.58,75257.6,333.58261,295.7872614285652,-102.46971925240373,,,,,,,,,31.16246537729198,,,,,,,,
1776589200,75257.59,75265,74921.74,75015,313.21615,304.27993642856524,-138.85102497458135,,,,,,,,,26.885372488039863,26.885372488039863,,26.885372488039863,,,,,
1776592800,75015,75243.02,74933.87,75222.45,323.18472,292.72374285713664,-44.48485021681284,,,,,,,,,35.089613239353895,,,,,,,,
1776596400,75222.46,75641.99,75216.96,75604.11,418.71675,308.49326214285094,113.89906065915392,,,,,,,,,46.89582749402631,,,,,,,,
1776600000,75604.11,75700,75432.07,75571.6,439.48255,328.76374999999376,96.41289689235397,,,,,,,,,46.12621991544257,,,,,,,,
1776603600,75571.61,76240.66,75552.44,75921.75,760.39543,372.9377199999938,136.91799765874634,,,,,136.91799765874634,,136.91799765874634,,54.741295550348845,,,,,,,,
1776607200,75921.75,76147.01,75674.55,76024.01,621.24056,396.0931649999938,112.22527528334794,,,,,,,,,56.90854615787157,,,,,56.90854615787157,,56.90854615787157,
1776610800,76024.02,76155.3,75401.44,75846.63,1097.76631,451.53824714285093,57.74725669826718,,,,,,,,,52.23593211569686,,,,,,,,
1776614400,75846.63,75853.26,75311.11,75382.86,403.71917,465.1975207142795,-75.8244228953802,,,,,,,,,42.42726234925627,,,,,,,,
1776618000,75382.87,75382.87,74638.31,74791.26,795.68148,509.51133785713665,-181.42485659017893,-181.42485659017893,,-181.42485659017893,,,,,,33.72705852172052,,,,,,,,
1776621600,74791.27,74908.62,74608,74770.11,531.16281,526.4083778571365,-111.23600952006204,,,,,,,,,33.4628696686047,,,,,,,,
1776625200,74770.11,75071.61,74770.11,74965.47,306.83274,535.850869285708,-60.04012659164171,,,,,,,,,38.272633276765916,,,,,,,,
1776628800,74965.46,74965.47,74427.53,74630,452.71123,540.6648185714223,-80.8605954761115,,,,,,,,,33.75968114254931,,,,,,,,
1776632400,74630.01,74810,74368.6,74425.15,383.54881,512.9458085714223,-99.62004288617317,,,,,,,,,31.330257204703173,,,,,,,,
1776636000,74425.16,74425.16,73762.9,74047.34,1140.3898,570.5748935714222,-149.22367928471226,,,,,,,,,27.412197999511093,,,,,,,,
1776639600,74047.34,74054.22,73790,73801.79,415.64133,577.8909778571366,-134.27492615503334,,,,,,,,,25.205917541498877,25.205917541498877,,25.205917541498877,,,,,
1776643200,73801.8,74360.43,73724.31,74280.01,787.93368,611.0873321428508,-28.50864072433126,,,,,,,,,36.008160324141635,,,,,,,,
1776646800,74280.01,74746.93,74214.67,74595.13,689.61016,630.4368614285651,45.23057629410265,,,,,,,,,41.95696518382825,,,,,,,,
1776650400,74595.12,74627.99,74304.84,74410.01,739.68976,651.8802335714221,28.0380134561943,,,,,,,,,39.626447898539176,,,,,,,,
1776654000,74410.01,74640.65,74359.04,74634,281.2031,617.6522099999936,92.26645479194138,,,,,,,,,43.7012540541994,,,,,,,,
1776657600,74634.01,74637.43,74435.19,74567.64,333.76794,597.118451428565,62.600115556815076,,,,,,,,,42.78003317396205,,,,,,,,
1776661200,74567.63,74567.63,74095.18,74264.15,529.73957,556.5451128571364,-31.35505505542758,-31.35505505542758,-31.35505505542758,-31.35505505542758,,,,,,38.7562521532502,,,,,,,,
1776664800,74264.16,74894.11,74250,74786.59,441.3007,559.2295078571364,116.7793766207457,,,,,,,,,47.84966737347007,,,,,,,,
1776668400,74786.59,75572,74670.86,74837.17,1175.74482,586.3768892857078,114.70233636924041,,,,,,,,,48.64468678428649,,,,,,,,
1776672000,74837.18,74998.83,74619.41,74728.91,538.52852,586.9030114285649,51.06929706148179,,,,,,,,,46.99336733385125,,,,,,,,
1776675600,74728.92,75233,74706.87,75062.77,502.56404,600.883818571422,136.18120260269853,,,,,136.18120260269853,,136.18120260269853,,52.363850773303135,,,,,,,,
1776679200,75062.77,75404.63,75003.63,75027.26,321.321,591.4988021428506,91.28044851185462,,,,,,,,,51.76312724972044,,,,,,,,
1776682800,75027.26,75287.88,74957.51,75192.71,284.12016,584.3967557142793,108.2338793674996,,,,,,,,,54.388655633846746,,,,,,,,
1776686400,75192.72,75650,75043.86,75289.9,698.85484,552.8585442857078,113.97809269974317,,,,,,,,,55.906920353490904,,,,,,,,
1776690000,75289.91,75434.41,74859.11,75269.38,774.09093,578.4620871428507,84.68945594609039,,,,,,,,,55.48696218443546,,,,,,,,
1776693600,75269.37,75766.74,74921.42,75034.79,1047.20928,596.9817728571363,-24.518897402484548,-24.518897402484548,,-24.518897402484548,,,,,,50.78981749406316,50.78981749406316,,50.78981749406316,,,,,
1776697200,75034.79,75772.72,74702,75716.77,1196.9526,633.2205185714221,192.42872042414623,,,,,192.42872042414623,,192.42872042414623,,61.09949453618219,,,,,,,,
1776700800,75716.78,75723.99,75299.26,75338.74,630.71705,625.4367535714221,30.59788305847337,,,,,,,,,54.307612882067886,,,,,,,,
1776704400,75338.75,75991.47,75289.92,75898.14,642.61045,651.2515642857078,142.1012985868329,,,,,,,,,61.18378254257211,,,,,,,,
1776708000,75898.14,76453.19,75898.14,76423.69,1544.76303,737.7512135714221,149.49791416604316,,,,,,,,,66.31289978619058,,,,,66.31289978619058,,66.31289978619058,
1776711600,76423.69,76486.67,76154.49,76296.96,1368.12243,797.635703571422,91.68388429752608,,,,,,,,,64.11288885734403,,,,,,,,
1776715200,76296.97,76558.62,76113.07,76276.17,1418.8575,867.4611892857077,66.62840511652603,,,,,,,,,63.73930005840634,,,,,,,,
1776718800,76276.18,76357.2,75784.05,75954.71,523.28232,820.8567249999935,-7.1395720305083925,,,,,,,,,58.101697497725695,,,,,,,,
1776722400,75954.72,76143.71,75904.39,75974.24,220.6417,798.1505235714221,-12.331112922493281,,,,,,,,,58.342764406243276,,,,,,,,
1776726000,75974.24,75974.24,75617.6,75840.97,301.78476,783.8091464285651,-83.25894857952274,,,,,,,,,55.97598515148678,,,,,,,,
1776729600,75840.97,76099.19,75700,76092.45,428.95831,791.4975257142794,-11.244111022975394,,,,,,,,,59.32882784011242,,,,,,,,
1776733200,76092.46,76263.4,75866.01,75927.59,391.13593,799.1415092857079,-56.863475629279684,,,,,,,,,56.301628533033245,,,,,,,,
1776736800,75927.58,75932.7,75580,75581.33,536.09341,787.5156928571365,-172.21371350593674,-172.21371350593674,,-172.21371350593674,,,,,,50.476131049017795,50.476131049017795,,50.476131049017795,,,,,
1776740400,75581.33,75721.12,75474.77,75710.3,256.2515,750.5271621428508,-78.05684788801288,,,,,,,,,52.44963052890542,,,,,,,,
1776744000,75710.31,75823.49,75600,75813.81,259.64273,694.2724085714223,-18.145314207940903,,,,,,,,,54.03287536786744,,,,,,,,
1776747600,75813.8,75981.1,75782.75,75802,321.53858,631.7428357142793,-13.241014260579094,,,,,,,,,53.81271892821112,,,,,,,,
1776751200,75802,76129.95,75703.85,75974.11,408.87339,615.8968599999937,65.76221673202599,,,,,,,,,56.58870297595813,,,,,,,,
